plant,insect
"Coffea arabica","Melolonthidae"
"Coffea arabica","Mischicyttatus rotundicollis"
"Coffea arabica","Nannotrigona mellaria"
"Coffea arabica","Nannotrigona testaceicornes"
"Coffea arabica","Native-summ"
"Coffea arabica","Neuroptera sp.2"
"Coffea arabica","Nomia (Thoraconomia) thoracica"
"Coffea arabica","Ocyptamus gastrostactus"
"Coffea arabica","Odonata sp.1"
"Coffea arabica","Omicron sp.1"
"Coffea arabica","Ornidia obesa"
"Coffea arabica","Orthoptera sp.1"
"Coffea arabica","Palpada furcata"
"Coffea arabica","Palpada pygolampus"
"Coffea arabica","Paracella (Sulawesi) sp. 1"
"Coffea arabica","Paracella (Sulawesi) sp. 2"
"Coffea arabica","Paratrigona lineata"
"Coffea arabica","Partamona cupira / Trigona fussipennis / Trigona corvina"
"Coffea arabica","Partamona sp.1"
"Coffea arabica","Patellapis (Pachyhalictus, Sulawesi) sp."
"Coffea arabica","Patellapis sp. 4"
"Coffea arabica","Plebeia jatiformis"
"Coffea arabica","Plebeia sp.1"
"Coffea arabica","Plebeia_frontalis"
"Coffea arabica","Plebia frontalis"
"Coffea arabica","Polistinae_sp1_vergaradataset"
"Coffea arabica","Polistinae_sp2_vergaradataset"
"Coffea arabica","Polybia ignobilis"
"Coffea arabica","Polybia sericea"
"Coffea arabica","Polybia sp.1"
"Coffea arabica","Polybia sp.2"
"Coffea arabica","Pseudapis sp. 1"
"Coffea arabica","Pseudodorus clavatus"
"Coffea arabica","Ripiphoridae"
"Coffea arabica","Scaptotrigona_mexicana"
"Coffea arabica","Scoliidae sp.1"
"Coffea arabica","Sphecidae sp1"
"Coffea arabica","Stenotabanus sp?"
"Coffea arabica","Symphyta sp1"
"Coffea arabica","Synoeca cyanea"
"Coffea arabica","Syrphid_1_vergara"
"Coffea arabica","Syrphid_2_vergara"
"Coffea arabica","Syrphid_3_vergara"
"Coffea arabica","Syrphidae"
"Coffea arabica","Tachinidae sp.1"
"Coffea arabica","Tetralonia sp. 1f"
"Coffea arabica","Thyreus nitidus quartinae"
"Coffea arabica","Torridapis ducalis"
"Coffea arabica","Toxomerus floralis"
"Coffea arabica","Trigona (Heterotrigona, Sulawesi) sp. 1"
"Coffea arabica","Trigona (Heterotrigona, Sulawesi) sp. 2"
"Coffea arabica","Trigona (Lepidotrigona) terminata"
"Coffea arabica","Trigona (Sulawesi) sp."
"Coffea arabica","Trigona (Tetragona) clavipes"
"Coffea arabica","Trigona (tetragonisca) angustula"
"Coffea arabica","Trigona dorsalis"
"Coffea arabica","Trigona fulviventris"
"Coffea arabica","Trigona sp2"
"Coffea arabica","Trigona spinipes"
"Coffea arabica","Trigona_corvina"
"Coffea arabica","Trigona_nigerrima"
"Coffea arabica","Trigonisca sp."
"Coffea arabica","Villa sp."
"Coffea arabica","Xylocopa (Koptortosoma) aestuans"
"Coffea arabica","Xylocopa (Koptortosoma) smithii"
"Coffea arabica","Xylocopa (Zonohirsuta) dejeanii"
"Coffea arabica","Xylocopa N. grisescens"
"Coffea arabica","Xylocopa flavorufa (DeGeer)"
"Coffea arabica","Xylocopa schonherria"
"Coffea arabica","other_Diptera"
"Coffea arabica/robusta","Apis"
"Coffea arabica/robusta","Augochlora aurifera"
"Coffea arabica/robusta","Ceratina eximia"
"Coffea arabica/robusta","Ceratina ignara"
"Coffea arabica/robusta","Dialictus sp. 1"
"Coffea arabica/robusta","Dialictus sp. 2"
"Coffea arabica/robusta","Euluema"
"Coffea arabica/robusta","Halictus hesperus"
"Coffea arabica/robusta","Melipona beechiie"
"Coffea arabica/robusta","Melipona beechiie (Bennett)"
"Coffea arabica/robusta","Nanotrigona testaceicornis"
"Coffea arabica/robusta","Plebia sp. 2"
"Coffea arabica/robusta","Scaptotrigona mexicana"
"Coffea arabica/robusta","Trigona fulviventris"
"Coffea arabica/robusta","Xylocopa tabaniformis"
"Coffea canephora","Amegilla (Sulawesi) sp. aff. samarensis"
"Coffea canephora","Amegilla (Sulawesi) sp. zonata-group"
"Coffea canephora","Amegilla quadrifasciata"
"Coffea canephora","Amegilla whiteheadi"
"Coffea canephora","Amegilla zonata/ A. confusa"
"Coffea canephora","Apis cerana"
"Coffea canephora","Apis cerana indica"
"Coffea canephora","Apis dorsata"
"Coffea canephora","Apis florea"
"Coffea canephora","Apis nigrocinta binghami"
"Coffea canephora","Apis_cerana"
"Coffea canephora","Apis_dorsata"
"Coffea canephora","Braunsapsis picitarsis"
"Coffea canephora","Catopsilia pyranthe (Mottled Emigrant)"
"Coffea canephora","Ceratina (Ceratinidia) rugifrons"
"Coffea canephora","Ceratina hieroglyphica"
"Coffea canephora","Ceratina smaragdula"
"Coffea canephora","Ceratina sp1"
"Coffea canephora","Ceratina_sp1"
"Coffea canephora","Ceratina_sp2"
"Coffea canephora","Cetoniinae"
"Coffea canephora","Chalicodoma (Callomegachile) incisum"
"Coffea canephora","Chalicodoma (Callomegachile) terminale"
"Coffea canephora","Chalicodoma (Eumegachinana) tub. tuberculatum"
"Coffea canephora","Coelioxys smithii"
"Coffea canephora","Coleoptera"
"Coffea canephora","Coleoptera_sp.1"
"Coffea canephora","Coleoptera_sp.2"
"Coffea canephora","Coleoptera_sp.3"
"Coffea canephora","Creightonella frontalis atrata"
"Coffea canephora","Curvinomia strigata (Nomia iridiscens)"
"Coffea canephora","Diptera sp1"
"Coffea canephora","Diptera-Fly"
"Coffea canephora","Diptera1"
"Coffea canephora","Diptera2"
"Coffea canephora","Diptera3"
"Coffea canephora","Diptera4"
"Coffea canephora","Dolichopodidae"
"Coffea canephora","Eumenine"
"Coffea canephora","Euploea core (Common Indian crow)"
"Coffea canephora","Halictidae (Sulawesi) sp. 18"
"Coffea canephora","Halictidae (Sulawesi) sp. 21"
"Coffea canephora","Halictidae (Sulawesi) sp. 22"
"Coffea canephora","Halictidae (Sulawesi) sp. 9"
"Coffea canephora","Heriades (Sulawesi) sp. 1"
"Coffea canephora","Heriades (Sulawesi) sp. 2"
"Coffea canephora","Junonia iphita (Chocolate pansy)"
"Coffea canephora","Lasioglossum sp."
"Coffea canephora","Lepidoptera"
"Coffea canephora","Lipotriches (Sulawesi) sp."
"Coffea canephora","May fly"
"Coffea canephora","Megachile (Sulawesi) sp. aff. bakeri"
"Coffea canephora","Megachile hera"
"Coffea canephora","Megachilid"
"Coffea canephora","Muscidae (like a house fly)"
"Coffea canephora","Nomia (Thoraconomia) thoracica"
"Coffea canephora","Oecophylla smaragdina"
"Coffea canephora","Paracella (Sulawesi) sp. 1"
"Coffea canephora","Paracella (Sulawesi) sp. 2"
"Coffea canephora","Patellapis (Pachyhalictus, Sulawesi) sp."
"Coffea canephora","Pieris canidia (Indian cabbage white)"
"Coffea canephora","Stick insect"
"Coffea canephora","Syrphid- Honeybee mimic"
"Coffea canephora","Syrphidae (hover fly)"
"Coffea canephora","Tetragonula iridipennis"
"Coffea canephora","Tetragonula_iridipennis"
"Coffea canephora","Thyreus nitidus quartinae"
"Coffea canephora","Thyreus smithii"
"Coffea canephora","Thysanoptera (Thrips)"
"Coffea canephora","Torridapis ducalis"
"Coffea canephora","Trigona (Heterotrigona, Sulawesi) sp. 1"
"Coffea canephora","Trigona (Heterotrigona, Sulawesi) sp. 2"
"Coffea canephora","Trigona (Lepidotrigona) terminata"
"Coffea canephora","Trigona (Sulawesi) sp."
"Coffea canephora","Unknown"
"Coffea canephora","Vespidae_yellowbody"
"Coffea canephora","Xylocopa (Koptortosoma) aestuans"
"Coffea canephora","Xylocopa (Koptortosoma) smithii"
"Coffea canephora","Xylocopa (Zonohirsuta) dejeanii"
"Coffea canephora","Xylocopa aestuans"
"Coffea canephora","Xylocopa aestuans/ Xylocopa latipes"
"Coffea canephora","Xylocopa_sp1"
"Cucumis melo","Agapostemon_texanus"
"Cucumis melo","Andrena_wilkella"
"Cucumis melo","Augochlora_pura"
"Cucumis melo","Augochlorella_aurata"
"Cucumis melo","Bombus_bimaculatus"
"Cucumis melo","Bombus_fervidus"
"Cucumis melo","Bombus_impatiens"
"Cucumis melo","Bombus_perplexus"
"Cucumis melo","Ceratina_calcarata_dupla"
"Cucumis melo","Halictus_confusus"
"Cucumis melo","Halictus_ligatus"
"Cucumis melo","Halictus_rubicundus"
"Cucumis melo","Lasioglossum_versatum"
"Cucumis melo","Megachile_rotundata"
"Cucumis melo","Melissodes_bimaculata"
"Cucumis melo","Peponapis_pruinosa"
"Cucumis melo","Triepeolus_remigatus"
"Cucumis melo","Xylocopa_virginica"
"Cucumis sativus","Amegilla zonata"
"Cucumis sativus","Apis cercana"
"Cucumis sativus","Appias sp 1"
"Cucumis sativus","Catochrysops sp 1"
"Cucumis sativus","Catochrysops sp 2"
"Cucumis sativus","Eurema hecabe"
"Cucumis sativus","Lasioglossum albescens"
"Cucumis sativus","Lasioglossum sp 5"
"Cucumis sativus","Lasioglossum sp 6"
"Cucumis sativus","Lasioglossum sp4"
"Cucumis sativus","Parnara guttata"
"Cucumis sativus","Satyridae (sp 1)"
"Cucumis sativus","Trigona clypearis"
"Cucumis sativus","Xylocopa nr. latipes"
"Cucumis sativus","Xylocopa sp 1"
"Cucurbita pepo","Apis mellifera"
"Cucurbita pepo","Augochlora pura"
"Cucurbita pepo","Bombus impatiens"
"Cucurbita pepo","Eucera pruinosa"
"Cucurbita pepo","Lasioglossum (Dialictus) ephialtum"
"Cucurbita pepo","Lasioglossum (Dialictus) mitchelli"
"Cucurbita pepo","Lasioglossum (Dialictus) pilosum"
"Cucurbita pepo","Lasioglossum (Dialictus) versatum"
"Cucurbita pepo","Lasioglossum (Dialictus) zephyrum"
"Cucurbita pepo","Lasioglossum (Lasioglossum) zonulum"
"Cucurbita pepo","Melissodes bimaculata"
"Cucurbita pepo","Peponapis pruniosa"
"Cucurbita pepo","Triepeolus remigatus"
"Fagopyrum esculentum","Allograpta iavana"
"Fagopyrum esculentum","Amobia oculata"
"Fagopyrum esculentum","Amobia sp"
"Fagopyrum esculentum","Andrena coitana"
"Fagopyrum esculentum","Andrena dorsata"
"Fagopyrum esculentum","Andrena nigriceps"
"Fagopyrum esculentum","Anterhynchium flavomarginatum"
"Fagopyrum esculentum","Anthophora furcata"
"Fagopyrum esculentum","Apidae"
"Fagopyrum esculentum","Apis cerana"
"Fagopyrum esculentum","Apis mellifera"
"Fagopyrum esculentum","Arge nipponensis"
"Fagopyrum esculentum","Athalia infumata"
"Fagopyrum esculentum","Athalia rosae"
"Fagopyrum esculentum","Athalia rosae ruficornis"
"Fagopyrum esculentum","Atylotus hasegawai"
"Fagopyrum esculentum","Atylotus rusticus"
"Fagopyrum esculentum","Aulacophora indica"
"Fagopyrum esculentum","Aulacophora nigripennis"
"Fagopyrum esculentum","Betasyrphus seriarius"
"Fagopyrum esculentum","Boettcherisca peregrina"
"Fagopyrum esculentum","Bombus hortorum"
"Fagopyrum esculentum","Bombus jonellus"
"Fagopyrum esculentum","Bombus lucorum"
"Fagopyrum esculentum","Bombus pascuorum"
"Fagopyrum esculentum","Bombus pratorum"
"Fagopyrum esculentum","Bombus veteranus"
"Fagopyrum esculentum","Bradysia sp."
"Fagopyrum esculentum","Byasa alcinous"
"Fagopyrum esculentum","Camponotus japonicus"
"Fagopyrum esculentum","Camponotus obscuripes"
"Fagopyrum esculentum","Campsomeriella annulata"
"Fagopyrum esculentum","Cerceris japonica"
"Fagopyrum esculentum","Cerceris sp."
"Fagopyrum esculentum","Cetonia roelofsi"
"Fagopyrum esculentum","Chalicodoma sculpturalis"
"Fagopyrum esculentum","Chloromyia formosa"
"Fagopyrum esculentum","Chloromyia fromosa"
"Fagopyrum esculentum","Chrysolina exanthematica"
"Fagopyrum esculentum","Chrysomya pinguis"
"Fagopyrum esculentum","Chrysotus sp."
"Fagopyrum esculentum","Coccinella septempunctata"
"Fagopyrum esculentum","Coelioxys hiroba"
"Fagopyrum esculentum","Colletes esakii"
"Fagopyrum esculentum","Colletes patellatus"
"Fagopyrum esculentum","Colletes vogti"
"Fagopyrum esculentum","Dasypoda altercator"
"Fagopyrum esculentum","Delia platura"
"Fagopyrum esculentum","Dolerus similis"
"Fagopyrum esculentum","Epeolus japonicus"
"Fagopyrum esculentum","Episrphus balteatus"
"Fagopyrum esculentum","Epistorophe aino"
"Fagopyrum esculentum","Epistorophe shibakawae"
"Fagopyrum esculentum","Episyrphus balteatus"
"Fagopyrum esculentum","Eristalinus (Lathyrophthalmus) quinquestriata"
"Fagopyrum esculentum","Eristalinus (Lathyrophthalmus) quinquestriatus"
"Fagopyrum esculentum","Eristalinus (Lathyrophthalmus) tarsalis"
"Fagopyrum esculentum","Eristalis (Eoeristaris) cerealis"
"Fagopyrum esculentum","Eristalis arbustorum"
"Fagopyrum esculentum","Eristalis pertimax"
"Fagopyrum esculentum","Eristalis tenax"
"Fagopyrum esculentum","Erythrocera genalis"
"Fagopyrum esculentum","Eumenes sp"
"Fagopyrum esculentum","Eupeodes"
"Fagopyrum esculentum","Evylaeus sextrigatus"
"Fagopyrum esculentum","Evylaeus villosulus"
"Fagopyrum esculentum","Exorista (Podotachin) sorbillans"
"Fagopyrum esculentum","Formica japonica"
"Fagopyrum esculentum","Gametis jucunda"
"Fagopyrum esculentum","Gymnosoma sp."
"Fagopyrum esculentum","Haematopora pluralis"
"Fagopyrum esculentum","Haemmatopota plurails"
"Fagopyrum esculentum","Halictus aerarius"
"Fagopyrum esculentum","Halictus rubicundus"
"Fagopyrum esculentum","Helophillus trivittatus"
"Fagopyrum esculentum","Hylaeus brevicornis"
"Fagopyrum esculentum","Hylaeus communis"
"Fagopyrum esculentum","Hylaeus floralis"
"Fagopyrum esculentum","Hylaeus nippon"
"Fagopyrum esculentum","Lasioglossum leucozonium"
"Fagopyrum esculentum","Lasioglossum occidens"
"Fagopyrum esculentum","Lasioglossum sibiriacum"
"Fagopyrum esculentum","Lasioglossum zonulum"
"Fagopyrum esculentum","Limnophora septentrionalis"
"Fagopyrum esculentum","Lipotriches yasumatsui"
"Fagopyrum esculentum","Lucilia ampullacea"
"Fagopyrum esculentum","Lucilia caesar"
"Fagopyrum esculentum","Lucilia papuensis"
"Fagopyrum esculentum","Lycaena phlaeas"
"Fagopyrum esculentum","Mallota tricolor?"
"Fagopyrum esculentum","Megacampsomeris grossa"
"Fagopyrum esculentum","Megachile humilis"
"Fagopyrum esculentum","Megachile tsurugensis"
"Fagopyrum esculentum","Melanostoma mellinum"
"Fagopyrum esculentum","Melanostoma scalare"
"Fagopyrum esculentum","Melanostoma sp."
"Fagopyrum esculentum","Melinda okazakii"
"Fagopyrum esculentum","Musca domestica"
"Fagopyrum esculentum","Musca hervei"
"Fagopyrum esculentum","Myiatropa florea"
"Fagopyrum esculentum","Myorhina ugamskii"
"Fagopyrum esculentum","Myorhina uniseta"
"Fagopyrum esculentum","Neomyia timorensis"
"Fagopyrum esculentum","Neophryxe psychidis"
"Fagopyrum esculentum","Onesia nartshukae complex"
"Fagopyrum esculentum","Onesia pusilla"
"Fagopyrum esculentum","Oreumenes decoratus"
"Fagopyrum esculentum","Pales sp."
"Fagopyrum esculentum","Paragus jazanus"
"Fagopyrum esculentum","Paragus quadrifasciata"
"Fagopyrum esculentum","Paragus quadrifasciatus"
"Fagopyrum esculentum","Parasarcophaga albiceps"
"Fagopyrum esculentum","Parasarcophaga similis"
"Fagopyrum esculentum","Parasarcophaga unguitigris"
"Fagopyrum esculentum","Parnara guttata"
"Fagopyrum esculentum","Pelopidas mathias"
"Fagopyrum esculentum","Penthetria japonica"
"Fagopyrum esculentum","Phytomia zonata"
"Fagopyrum esculentum","Pipiza sp."
"Fagopyrum esculentum","Polistes nipponensis"
"Fagopyrum esculentum","Polistes snelleni"
"Fagopyrum esculentum","Polytremis pellucida"
"Fagopyrum esculentum","Psithyrus silvestris"
"Fagopyrum esculentum","Psythirus bohemicus"
"Fagopyrum esculentum","Rhagio tringarius"
"Fagopyrum esculentum","Rhangio tringarius"
"Fagopyrum esculentum","Sarcophaga albiceps"
"Fagopyrum esculentum","Sarcophaga horii"
"Fagopyrum esculentum","Sarcophaga melanur"
"Fagopyrum esculentum","Sarcophaga peregrina"
"Fagopyrum esculentum","Sarcophaga septentrionalis"
"Fagopyrum esculentum","Scathophaga stercoratia"
"Fagopyrum esculentum","Scolia oculata"
"Fagopyrum esculentum","Seladonia tumulorum"
"Fagopyrum esculentum","Sepedon aenescens"
"Fagopyrum esculentum","Specodes puncticeps"
"Fagopyrum esculentum","Specodes reticulates"
"Fagopyrum esculentum","Sphaerophoria scripta"
"Fagopyrum esculentum","Sphaerophoria sp."
"Fagopyrum esculentum","Sphecodes nambui"
"Fagopyrum esculentum","Stomorhina obsoleta"
"Fagopyrum esculentum","Stratiomys japonica"
"Fagopyrum esculentum","Syritta pipiens"
"Fagopyrum esculentum","Syrphidae"
"Fagopyrum esculentum","Systoechus ctenopterus"
"Fagopyrum esculentum","Tabanus bovine"
"Fagopyrum esculentum","Tachinidae sp."
"Fagopyrum esculentum","Tachytes etruscus"
"Fagopyrum esculentum","Tachytes fruticis"
"Fagopyrum esculentum","Talmerus atricapillus"
"Fagopyrum esculentum","Thoressa varia"
"Fagopyrum esculentum","Vespa analis"
"Fagopyrum esculentum","Vespa ducalis"
"Fagopyrum esculentum","Vespa simillima"
"Fagopyrum esculentum","Vespula flaviceps"
"Fagopyrum esculentum","Volucella pelluceris"
"Fagopyrum esculentum","Xylocopa appendiculata circumvolans"
"Fagopyrum esculentum","Zenillia albipila"
"Fagopyrum esculentum","Zizeeria maha"
"Fragaria x ananassa","(Dialictus) sp. D"
"Fragaria x ananassa","Agapostemon sericeus"
"Fragaria x ananassa","Agapostemon texanus"
"Fragaria x ananassa","Agapostemon virescens"
"Fragaria x ananassa","Agapostemon_texanus"
"Fragaria x ananassa","Agapostemon_virescens"
"Fragaria x ananassa","Ancistrocerus oviventris"
"Fragaria x ananassa","Andrena allegheniensis"
"Fragaria x ananassa","Andrena barbilabris"
"Fragaria x ananassa","Andrena bicolor"
"Fragaria x ananassa","Andrena carantonica"
"Fragaria x ananassa","Andrena carlini"
"Fragaria x ananassa","Andrena chlorosoma"
"Fragaria x ananassa","Andrena chrysosceles"
"Fragaria x ananassa","Andrena cineraria"
"Fragaria x ananassa","Andrena crataegi"
"Fragaria x ananassa","Andrena cressonii"
"Fragaria x ananassa","Andrena dorsata"
"Fragaria x ananassa","Andrena erigeniae"
"Fragaria x ananassa","Andrena erythronii"
"Fragaria x ananassa","Andrena flavipes"
"Fragaria x ananassa","Andrena fulva"
"Fragaria x ananassa","Andrena gravida"
"Fragaria x ananassa","Andrena haemorrhoa"
"Fragaria x ananassa","Andrena hattorfiana"
"Fragaria x ananassa","Andrena helvola"
"Fragaria x ananassa","Andrena humilis"
"Fragaria x ananassa","Andrena imitatrix"
"Fragaria x ananassa","Andrena melanochroa"
"Fragaria x ananassa","Andrena minutula"
"Fragaria x ananassa","Andrena miserabilis"
"Fragaria x ananassa","Andrena nasonii"
"Fragaria x ananassa","Andrena nigroaenea"
"Fragaria x ananassa","Andrena nigrocaerulea"
"Fragaria x ananassa","Andrena perplexa"
"Fragaria x ananassa","Andrena regularis"
"Fragaria x ananassa","Andrena rugosa"
"Fragaria x ananassa","Andrena scotica"
"Fragaria x ananassa","Andrena subopaca"
"Fragaria x ananassa","Andrena vicina"
"Fragaria x ananassa","Anthidium_edwardsii"
"Fragaria x ananassa","Anthidium_manicatum"
"Fragaria x ananassa","Apis mellifera"
"Fragaria x ananassa","Apis_mellifera"
"Fragaria x ananassa","Apoidea"
"Fragaria x ananassa","Augochlora pura"
"Fragaria x ananassa","Augochlorella aurata"
"Fragaria x ananassa","Beetle sp1"
"Fragaria x ananassa","Bombus barbutellus"
"Fragaria x ananassa","Bombus bohemicus"
"Fragaria x ananassa","Bombus californicus"
"Fragaria x ananassa","Bombus campestris"
"Fragaria x ananassa","Bombus hortorum"
"Fragaria x ananassa","Bombus hypnorum"
"Fragaria x ananassa","Bombus impatiens"
"Fragaria x ananassa","Bombus jonellus"
"Fragaria x ananassa","Bombus lapidarius"
"Fragaria x ananassa","Bombus lucorum"
"Fragaria x ananassa","Bombus melanopygus"
"Fragaria x ananassa","Bombus muscorum"
"Fragaria x ananassa","Bombus pascuorum"
"Fragaria x ananassa","Bombus pratorum"
"Fragaria x ananassa","Bombus ruderarius"
"Fragaria x ananassa","Bombus rufocinctus"
"Fragaria x ananassa","Bombus rupestris"
"Fragaria x ananassa","Bombus soroeensis"
"Fragaria x ananassa","Bombus spp. unknown or unidentified"
"Fragaria x ananassa","Bombus subterraneus"
"Fragaria x ananassa","Bombus sylvarum"
"Fragaria x ananassa","Bombus sylvestris"
"Fragaria x ananassa","Bombus terrestris"
"Fragaria x ananassa","Bombus terrestris agg."
"Fragaria x ananassa","Bombus terrestris or lucorum"
"Fragaria x ananassa","Bombus terrestris terrestris"
"Fragaria x ananassa","Bombus vestalis"
"Fragaria x ananassa","Bombus vosnesenskii"
"Fragaria x ananassa","Bombus_californicus"
"Fragaria x ananassa","Bombus_flavifrons"
"Fragaria x ananassa","Bombus_mixtus"
"Fragaria x ananassa","Bombus_sitkensis"
"Fragaria x ananassa","Bombus_vosnesenskii"
"Fragaria x ananassa","Brachycera (inc cyclorrhapha in OSR)"
"Fragaria x ananassa","Ceratina acantha"
"Fragaria x ananassa","Ceratina calcarata"
"Fragaria x ananassa","Ceratina dupla"
"Fragaria x ananassa","Ceratina mikmaqi"
"Fragaria x ananassa","Chloromyia formosa"
"Fragaria x ananassa","Chrysopidae spp."
"Fragaria x ananassa","Clytus arietus"
"Fragaria x ananassa","Coccinella septempunctata"
"Fragaria x ananassa","Coleoptera unknown or unidentified"
"Fragaria x ananassa","Colletes daviesanus"
"Fragaria x ananassa","Colletes_cfkincaidii"
"Fragaria x ananassa","Crane flies"
"Fragaria x ananassa","Cricket/Grasshopper"
"Fragaria x ananassa","Cyclorrhapha"
"Fragaria x ananassa","Diadasia bituberculata"
"Fragaria x ananassa","Diptera sp1"
"Fragaria x ananassa","Diptera sp2"
"Fragaria x ananassa","Diptera sp3"
"Fragaria x ananassa","Diptera sp4"
"Fragaria x ananassa","Diptera unknown or unidentified"
"Fragaria x ananassa","Episyrphus balteatus"
"Fragaria x ananassa","Eristalinus taeniops"
"Fragaria x ananassa","Eristalis arbustorum"
"Fragaria x ananassa","Eristalis pertinax"
"Fragaria x ananassa","Eristalis similis"
"Fragaria x ananassa","Eristalis sp."
"Fragaria x ananassa","Eristalis sp1"
"Fragaria x ananassa","Eristalis tenax"
"Fragaria x ananassa","Eumerus funeralis"
"Fragaria x ananassa","Eumerus strigatus"
"Fragaria x ananassa","Eupeodes corollae"
"Fragaria x ananassa","Eupeodes latifasciatus"
"Fragaria x ananassa","Flesh flies"
"Fragaria x ananassa","Halictus confusus"
"Fragaria x ananassa","Halictus ligatus"
"Fragaria x ananassa","Halictus rubicundus"
"Fragaria x ananassa","Halictus tripartitus"
"Fragaria x ananassa","Halictus tumulorum"
"Fragaria x ananassa","Halictus_confusus"
"Fragaria x ananassa","Halictus_rubicundus"
"Fragaria x ananassa","Halictus_spH5"
"Fragaria x ananassa","Halictus_tripartitus"
"Fragaria x ananassa","Hoplitis claviventris"
"Fragaria x ananassa","Hoplitis producta"
"Fragaria x ananassa","Hoplitis simplex"
"Fragaria x ananassa","Hoverfly unknown or unidentified"
"Fragaria x ananassa","Hylaeus affinis"
"Fragaria x ananassa","Hylaeus annulatus"
"Fragaria x ananassa","Hylaeus episcopallis"
"Fragaria x ananassa","Hylaeus hyalinatus"
"Fragaria x ananassa","Hylaeus mesillae"
"Fragaria x ananassa","Hylaeus rudbeckiae"
"Fragaria x ananassa","Ladybirds"
"Fragaria x ananassa","Lasioglossum (Dialictus) sp. Ba"
"Fragaria x ananassa","Lasioglossum (Dialictus) sp. C"
"Fragaria x ananassa","Lasioglossum (Dialictus) sp. D"
"Fragaria x ananassa","Lasioglossum (Dialictus) sp. E"
"Fragaria x ananassa","Lasioglossum (Dialictus) spp."
"Fragaria x ananassa","Lasioglossum (Evylaeus) sp. AS-E1"
"Fragaria x ananassa","Lasioglossum (Evylaeus) sp. B"
"Fragaria x ananassa","Lasioglossum (Evylaeus) sp. E"
"Fragaria x ananassa","Lasioglossum (Evylaeus) sp. I"
"Fragaria x ananassa","Lasioglossum (Evylaeus) sp. R"
"Fragaria x ananassa","Lasioglossum (Evylaeus) spp."
"Fragaria x ananassa","Lasioglossum abanci"
"Fragaria x ananassa","Lasioglossum admirandum"
"Fragaria x ananassa","Lasioglossum albipes"
"Fragaria x ananassa","Lasioglossum calceatum"
"Fragaria x ananassa","Lasioglossum coriaceum"
"Fragaria x ananassa","Lasioglossum cupromicans"
"Fragaria x ananassa","Lasioglossum ephialtum"
"Fragaria x ananassa","Lasioglossum foxii"
"Fragaria x ananassa","Lasioglossum fulvicorne"
"Fragaria x ananassa","Lasioglossum hitchensi"
"Fragaria x ananassa","Lasioglossum imitatum"
"Fragaria x ananassa","Lasioglossum incompletum"
"Fragaria x ananassa","Lasioglossum kincaidii"
"Fragaria x ananassa","Lasioglossum knereri"
"Fragaria x ananassa","Lasioglossum lativentre"
"Fragaria x ananassa","Lasioglossum leavissimum"
"Fragaria x ananassa","Lasioglossum leucocomum"
"Fragaria x ananassa","Lasioglossum leucopus"
"Fragaria x ananassa","Lasioglossum leucozonium"
"Fragaria x ananassa","Lasioglossum lineatulum"
"Fragaria x ananassa","Lasioglossum minutissimum"
"Fragaria x ananassa","Lasioglossum morio"
"Fragaria x ananassa","Lasioglossum nevadense"
"Fragaria x ananassa","Lasioglossum nitidiusculum"
"Fragaria x ananassa","Lasioglossum obscurum"
"Fragaria x ananassa","Lasioglossum olympiae"
"Fragaria x ananassa","Lasioglossum paradmirandum"
"Fragaria x ananassa","Lasioglossum pauxillum"
"Fragaria x ananassa","Lasioglossum pectorale"
"Fragaria x ananassa","Lasioglossum perpunctatum"
"Fragaria x ananassa","Lasioglossum pilosum"
"Fragaria x ananassa","Lasioglossum punctatoventre"
"Fragaria x ananassa","Lasioglossum quadrinotatum"
"Fragaria x ananassa","Lasioglossum rufitarse"
"Fragaria x ananassa","Lasioglossum sedi"
"Fragaria x ananassa","Lasioglossum sisymbrii"
"Fragaria x ananassa","Lasioglossum spp."
"Fragaria x ananassa","Lasioglossum tegulariforme"
"Fragaria x ananassa","Lasioglossum versatum"
"Fragaria x ananassa","Lasioglossum villosulum"
"Fragaria x ananassa","Lasioglossum zephyrum"
"Fragaria x ananassa","Lasioglossum zonulun"
"Fragaria x ananassa","Lasioglossum_D4"
"Fragaria x ananassa","Lasioglossum_avalonense"
"Fragaria x ananassa","Lasioglossum_cfmellipes"
"Fragaria x ananassa","Lasioglossum_cfovaliceps"
"Fragaria x ananassa","Lasioglossum_incompletumgroup"
"Fragaria x ananassa","Lasioglossum_olympiae"
"Fragaria x ananassa","Lasioglossum_spA1"
"Fragaria x ananassa","Lasioglossum_spB7"
"Fragaria x ananassa","Lasioglossum_spB8"
"Fragaria x ananassa","Lasioglossum_spC1"
"Fragaria x ananassa","Lasioglossum_spC10"
"Fragaria x ananassa","Lasioglossum_spC2"
"Fragaria x ananassa","Lasioglossum_zonulum"
"Fragaria x ananassa","Lejogaster tarsata"
"Fragaria x ananassa","Lepidoptera"
"Fragaria x ananassa","Lepidoptera sp1"
"Fragaria x ananassa","Megachile onobrychidis"
"Fragaria x ananassa","Megachile_perihirta"
"Fragaria x ananassa","Melanostoma mellinum"
"Fragaria x ananassa","Melanostoma scalare"
"Fragaria x ananassa","Melanostoma sp."
"Fragaria x ananassa","Melissodes lupina"
"Fragaria x ananassa","Melissodes robustior"
"Fragaria x ananassa","Melissodes_microsticta"
"Fragaria x ananassa","Merodon equestris"
"Fragaria x ananassa","Miris striatus"
